350-50,233.14
350-100,238.74
350-150,244.31
400-50,222.57
400-100,226.44
400-150,230.5
400-200,233.95
450-100,218.09
450-150,220.86
450-200,224.82
450-250,228.13
500-200,218.1
500-250,220.29
500-300,223.83
