30050,246.575
30050,246.881
30050,246.537
30050,246.965
30050,247.673
35050,232.962
35050,233.138
35050,232.912
35050,233.048
35050,233.63
40050,222.512
40050,222.832
40050,222.344
40050,222.832
40050,222.306
45050,213.986
45050,906.25
45050,906.25
45050,906.25
45050,906.25
50050,910.4167
50050,910.4167
50050,910.4167
50050,910.4167
50050,910.4167
55050,914.5833
55050,914.5833
55050,914.5833
55050,914.5833
55050,914.5833
60050,918.75
60050,918.75
60050,918.75
60050,922.9167
60050,922.9167
300100,251.467
300100,253.111
300100,253.449
300100,250.902
300100,251.551
350100,239.225
350100,238.806
350100,239.775
350100,237.665
350100,238.221
350150,244.143
350150,244.882
350150,243.479
350150,244.764
350150,244.299
400100,225.53
400100,227.052
400100,226.716
400100,226.937
400100,225.951
400150,231.383
400150,231.066
400150,228.408
400150,230.601
400150,231.053
400200,234.75
400200,233.205
400200,231.489
400200,236.28
400200,234.05
450100,217.936
450100,217.066
450100,219.704
450100,218.546
450100,217.204
450150,220.905
450150,220.828
450150,221.364
450150,221.112
450150,220.108
450200,224.643
450200,223.82
450200,224.571
450200,226.17
450200,224.891
450250,227.58
450250,226.823
450250,227.605
450250,228.717
450250,229.922
500100,906.25
500100,906.25
500100,906.25
500100,906.25
500100,906.25
500150,216.298
500150,214.376
500150,217.992
500150,217.235
500150,906.25
500200,219.192
500200,218
500200,218.824
500200,217.712
500200,216.76
500250,220.324
500250,221.995
500250,218.823
500250,220.957
500250,219.362
500300,223.184
500300,223.338
500300,221.89
500300,224.619
500300,226.109
550100,910.4167
550100,914.5833
550100,910.4167
550100,914.5833
550100,914.5833
550150,906.25
550150,906.25
550150,910.4167
550150,910.4167
550150,910.4167
550200,906.25
550200,906.25
550200,906.25
550200,906.25
550200,906.25
550250,218.794
550250,224.964
550250,215.144
550250,220.655
550250,219.598
550300,217.265
550300,215.282
550300,223.396
550300,220.714
550300,221.966
550350,218.432
550350,218.448
550350,220.616
550350,222.514
550350,216.41
