30050,246.575
300100,251.467
35050,232.962
350100,239.225
350150,244.143
40050,222.512
400100,225.53
400150,231.383
400200,234.75
45050,213.986
450100,217.936
450150,220.905
450200,224.643
450250,227.58
50050,910.4167
500100,906.25
500150,216.298
500200,219.192
500250,220.324
500300,223.184
55050,914.5833
550100,910.4167
550150,906.25
550200,906.25
550250,218.794
550300,217.265
550350,218.432
60050,918.75
0,0
30050,246.881
300100,253.111
35050,233.138
350100,238.806
350150,244.882
40050,222.832
400100,227.052
400150,231.066
400200,233.205
45050,906.25
450100,217.066
450150,220.828
450200,223.82
450250,226.823
50050,910.4167
500100,906.25
500150,214.376
500200,218.0
500250,221.995
500300,223.338
55050,914.5833
550100,914.5833
550150,906.25
550200,906.25
550250,224.964
550300,215.282
550350,218.448
60050,918.75
0,0
30050,246.537
300100,253.449
35050,232.912
350100,239.775
350150,243.479
40050,222.344
400100,226.716
400150,228.408
400200,231.489
45050,906.25
450100,219.704
450150,221.364
450200,224.571
450250,227.605
50050,910.4167
500100,906.25
500150,217.992
500200,218.824
500250,218.823
500300,221.89
55050,914.5833
550100,910.4167
550150,910.4167
550200,906.25
550250,215.144
550300,223.396
550350,220.616
60050,918.75
0,0
30050,246.965
300100,250.902
35050,233.048
350100,237.665
350150,244.764
40050,222.832
400100,226.937
400150,230.601
400200,236.28
45050,906.25
450100,218.546
450150,221.112
450200,226.17
450250,228.717
50050,910.4167
500100,906.25
500150,217.235
500200,217.712
500250,220.957
500300,224.619
55050,914.5833
550100,914.5833
550150,910.4167
550200,906.25
550250,220.655
550300,220.714
550350,222.514
60050,922.9167
0,0
30050,247.673
300100,251.551
35050,233.63
350100,238.221
350150,244.299
40050,222.306
400100,225.951
400150,231.053
400200,234.05
45050,906.25
450100,217.204
450150,220.108
450200,224.891
450250,229.922
50050,910.4167
500100,906.25
500150,906.25
500200,216.76
500250,219.362
500300,226.109
55050,914.5833
550100,914.5833
550150,910.4167
550200,906.25
550250,219.598
550300,221.966
550350,216.41
60050,922.9167
